epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,131.133,0.85566,0.62659,1.00197,0.99058,0.76667,0.90703,0.64768,1.05821,0.75851,1.16959,0.001703,0.001703,0.001703
32,135.272,0.86565,0.63267,0.99844,0.85122,0.95377,0.95062,0.7068,0.99525,0.64031,1.18571,0.0016931,0.0016931,0.0016931
33,139.379,0.88264,0.59728,0.99003,1,0.86002,0.94871,0.69956,0.97081,0.63617,1.16807,0.0016832,0.0016832,0.0016832
34,143.433,0.8875,0.57604,1.01731,0.93232,0.91859,0.97505,0.73147,0.97082,0.59183,1.12351,0.0016733,0.0016733,0.0016733
35,147.82,0.81165,0.58025,0.99372,0.88154,0.99241,0.94498,0.69882,0.97736,0.57875,1.12746,0.0016634,0.0016634,0.0016634
36,151.974,0.85136,0.58075,1.00772,0.88915,0.93333,0.94284,0.68227,1.12258,0.77597,1.25754,0.0016535,0.0016535,0.0016535
37,156.083,0.86205,0.59063,1.02346,0.91823,0.9,0.9613,0.68588,1.06139,0.62306,1.18907,0.0016436,0.0016436,0.0016436
38,160.133,0.8887,0.58636,0.99804,0.80507,0.96667,0.95717,0.66884,1.07262,0.62851,1.16448,0.0016337,0.0016337,0.0016337
39,164.198,1.08326,0.81062,1.18999,0.89994,0.9,0.96534,0.65139,1.17017,0.61282,1.23816,0.0016238,0.0016238,0.0016238
40,168.292,0.84183,0.57326,0.99068,0.948,0.83333,0.94133,0.65924,1.08996,0.65103,1.21096,0.0016139,0.0016139,0.0016139
41,172.376,0.85052,0.58179,0.9846,0.89149,0.93333,0.96808,0.71693,0.99869,0.61495,1.15447,0.001604,0.001604,0.001604
42,176.415,0.84408,0.55685,0.98928,0.87211,0.96667,0.95194,0.71724,1.01577,0.64622,1.1609,0.0015941,0.0015941,0.0015941
43,180.461,0.81447,0.5402,0.99683,0.92754,0.85363,0.91357,0.67952,1.05427,0.77601,1.18721,0.0015842,0.0015842,0.0015842
44,184.552,0.82289,0.57023,1.03,0.83581,0.9,0.94415,0.67364,1.06725,0.68924,1.18549,0.0015743,0.0015743,0.0015743
45,188.597,0.79268,0.5228,0.97696,0.90577,0.9614,0.9707,0.71434,0.97064,0.57248,1.1625,0.0015644,0.0015644,0.0015644
46,192.614,0.84551,0.54897,1.01139,0.96529,0.92723,0.97986,0.73387,0.97156,0.50682,1.15382,0.0015545,0.0015545,0.0015545
47,196.87,0.85072,0.53281,1.00243,0.96047,0.93333,0.96826,0.7054,1.00852,0.58259,1.17588,0.0015446,0.0015446,0.0015446
48,200.932,0.82643,0.51928,0.9926,0.86135,0.93333,0.95974,0.70309,1.0768,0.57248,1.22709,0.0015347,0.0015347,0.0015347
49,204.968,0.83493,0.52804,0.99639,0.93466,0.93333,0.97421,0.74474,0.95274,0.52832,1.11587,0.0015248,0.0015248,0.0015248
50,209.211,0.85828,0.54105,1.00598,0.96407,0.93333,0.95375,0.71346,1.01341,0.57573,1.17904,0.0015149,0.0015149,0.0015149
51,213.237,0.78524,0.5104,0.97654,0.96064,0.93333,0.97983,0.72448,1.00634,0.53084,1.18032,0.001505,0.001505,0.001505
52,217.301,0.81027,0.53738,0.99224,0.90622,0.9663,0.98308,0.72443,0.98403,0.52275,1.11286,0.0014951,0.0014951,0.0014951
53,221.369,0.79773,0.50215,0.97856,0.92137,0.86667,0.92255,0.64945,1.07662,0.65195,1.1702,0.0014852,0.0014852,0.0014852
54,225.413,0.80051,0.50894,0.97862,0.89634,0.86667,0.92955,0.66074,1.08199,0.71966,1.20418,0.0014753,0.0014753,0.0014753
55,229.452,0.77723,0.51979,0.98608,0.89602,0.86184,0.94203,0.65141,1.09462,0.70981,1.19053,0.0014654,0.0014654,0.0014654
56,233.535,0.79875,0.50242,0.97301,0.85418,0.97652,0.97533,0.73419,0.9787,0.54983,1.12227,0.0014555,0.0014555,0.0014555
57,237.577,0.81383,0.50028,0.9989,0.9045,0.9,0.96171,0.72065,0.92339,0.57966,1.08262,0.0014456,0.0014456,0.0014456
58,241.643,0.82391,0.53244,1.0133,0.92943,0.87834,0.97134,0.72261,0.92921,0.59,1.10504,0.0014357,0.0014357,0.0014357
59,245.679,0.80258,0.51041,1.00301,0.92984,0.83333,0.94824,0.68839,0.95007,0.64391,1.12631,0.0014258,0.0014258,0.0014258
60,249.729,0.73366,0.45718,0.95116,0.87875,0.93333,0.9549,0.70672,0.98654,0.6016,1.18444,0.0014159,0.0014159,0.0014159
61,253.739,0.73637,0.46597,0.96562,0.93516,0.96167,0.98267,0.72961,1.0001,0.48846,1.18252,0.001406,0.001406,0.001406
62,257.741,0.78313,0.49894,0.97582,0.92332,0.93333,0.97505,0.72186,1.01908,0.51791,1.16079,0.0013961,0.0013961,0.0013961
63,261.781,0.7718,0.47321,0.95529,0.96475,0.93333,0.97041,0.70291,1.07004,0.53317,1.24176,0.0013862,0.0013862,0.0013862
64,265.897,0.7631,0.47011,0.98152,0.99413,0.93333,0.96817,0.68461,1.04812,0.56252,1.18469,0.0013763,0.0013763,0.0013763
65,269.964,0.71028,0.44083,0.94266,0.92606,0.93333,0.98091,0.73474,0.9565,0.50725,1.19282,0.0013664,0.0013664,0.0013664
66,274.007,0.71612,0.45198,0.94166,0.95742,0.9,0.96972,0.72785,0.91627,0.52613,1.08248,0.0013565,0.0013565,0.0013565
67,278.074,0.73381,0.46063,0.95388,0.8519,0.95884,0.9491,0.73379,0.90267,0.59135,1.10488,0.0013466,0.0013466,0.0013466
68,282.182,0.76925,0.46574,0.97616,0.87624,0.9,0.96525,0.68999,0.98326,0.68805,1.19168,0.0013367,0.0013367,0.0013367
69,286.214,0.76575,0.45553,0.95268,0.88608,0.93333,0.96709,0.66679,1.07154,0.65548,1.19659,0.0013268,0.0013268,0.0013268
70,290.263,0.72698,0.50136,0.96689,0.89344,0.86667,0.96114,0.6789,0.99659,0.55371,1.18783,0.0013169,0.0013169,0.0013169
71,294.348,0.71004,0.43722,0.94696,0.89217,0.86667,0.93838,0.69744,0.95016,0.60776,1.11337,0.001307,0.001307,0.001307
72,298.472,0.76749,0.5004,0.98314,0.7885,1,0.95006,0.72939,0.93349,0.55496,1.11794,0.0012971,0.0012971,0.0012971
73,302.59,0.72308,0.45937,0.93278,0.92025,0.96667,0.97655,0.71992,1.00254,0.5116,1.09022,0.0012872,0.0012872,0.0012872
74,306.731,0.70356,0.42541,0.93679,0.92045,0.96667,0.97872,0.72309,1.00907,0.50721,1.12908,0.0012773,0.0012773,0.0012773
75,310.849,0.698,0.4498,0.94608,0.92436,0.81498,0.92146,0.67046,1.13262,0.58772,1.16548,0.0012674,0.0012674,0.0012674
76,315.023,0.72201,0.46332,0.9566,0.99717,0.9,0.98143,0.70781,1.03153,0.4891,1.16043,0.0012575,0.0012575,0.0012575
77,319.113,0.73531,0.45436,0.94795,0.87786,0.95854,0.97891,0.70565,1.00638,0.52421,1.19125,0.0012476,0.0012476,0.0012476
78,323.24,0.72978,0.45868,0.96372,0.90234,0.92415,0.97281,0.7161,1.00002,0.51449,1.1545,0.0012377,0.0012377,0.0012377
79,327.315,0.76226,0.47076,0.95693,0.93332,0.93308,0.98345,0.70409,0.98676,0.52402,1.14785,0.0012278,0.0012278,0.0012278
80,331.397,0.68939,0.44634,0.92836,0.82842,0.96565,0.96304,0.68671,1.03458,0.5999,1.15738,0.0012179,0.0012179,0.0012179
81,335.486,0.70743,0.43838,0.95957,0.9951,0.8,0.95826,0.70376,1.00231,0.54918,1.14054,0.001208,0.001208,0.001208
82,339.587,0.661,0.40747,0.93051,0.90524,0.86667,0.9619,0.69691,1.07455,0.6056,1.20686,0.0011981,0.0011981,0.0011981
83,343.622,0.6923,0.41784,0.94908,0.94356,0.9,0.96617,0.70112,1.04538,0.58109,1.18888,0.0011882,0.0011882,0.0011882
84,347.699,0.67138,0.41788,0.93779,0.92057,0.93333,0.97634,0.7101,1.01163,0.53877,1.17761,0.0011783,0.0011783,0.0011783
85,351.791,0.69608,0.42721,0.92992,0.92434,0.93333,0.9712,0.70502,1.01345,0.56557,1.20368,0.0011684,0.0011684,0.0011684
86,355.825,0.69433,0.40687,0.93896,0.91074,0.93333,0.97873,0.74711,0.93696,0.54465,1.16444,0.0011585,0.0011585,0.0011585
87,360.038,0.69043,0.41587,0.93476,0.96351,0.93333,0.97808,0.7414,0.94815,0.50727,1.09675,0.0011486,0.0011486,0.0011486
88,364.128,0.66036,0.40312,0.93144,0.93944,0.86667,0.9406,0.71074,0.95089,0.60452,1.12117,0.0011387,0.0011387,0.0011387
89,368.15,0.6444,0.40099,0.91933,0.96272,0.86107,0.93819,0.67931,1.0438,0.6344,1.16756,0.0011288,0.0011288,0.0011288
90,372.205,0.72721,0.44902,0.96332,0.87396,0.92475,0.93899,0.708,0.95108,0.64784,1.13876,0.0011189,0.0011189,0.0011189
91,376.225,0.62601,0.40823,0.91805,0.8371,0.96667,0.96577,0.72862,0.94332,0.55522,1.09769,0.001109,0.001109,0.001109
92,380.315,0.67066,0.42311,0.94922,0.85459,1,0.96919,0.7277,0.9626,0.57431,1.11581,0.0010991,0.0010991,0.0010991
93,384.347,0.64523,0.3973,0.90359,0.93302,0.92875,0.98345,0.75049,0.92112,0.51097,1.10514,0.0010892,0.0010892,0.0010892
94,388.562,0.61161,0.38374,0.91619,0.93313,0.93032,0.95149,0.70923,1.00323,0.5722,1.14956,0.0010793,0.0010793,0.0010793
95,392.591,0.63755,0.39891,0.92468,0.93052,0.93333,0.94686,0.71378,0.98533,0.58499,1.15996,0.0010694,0.0010694,0.0010694
96,396.671,0.67133,0.41566,0.93462,0.93298,0.92819,0.94981,0.6964,1.00693,0.57793,1.17057,0.0010595,0.0010595,0.0010595
97,400.742,0.6132,0.37302,0.91429,0.87012,0.93333,0.93582,0.69761,1.01531,0.60979,1.18213,0.0010496,0.0010496,0.0010496
98,404.779,0.64005,0.41931,0.93915,0.90259,0.93333,0.93598,0.71079,0.97006,0.57323,1.16935,0.0010397,0.0010397,0.0010397
99,408.829,0.60641,0.37171,0.91007,0.90283,0.92926,0.97146,0.73864,0.95915,0.51564,1.14323,0.0010298,0.0010298,0.0010298
100,412.902,0.63044,0.40002,0.9384,0.95197,0.93333,0.97052,0.70674,0.98056,0.51122,1.1485,0.0010199,0.0010199,0.0010199
101,416.943,0.68093,0.40057,0.93984,0.95457,0.9,0.96161,0.73062,0.97502,0.56294,1.12781,0.00101,0.00101,0.00101
102,421.024,0.6558,0.39815,0.91229,0.85181,0.95823,0.95957,0.71872,0.94863,0.5613,1.1489,0.0010001,0.0010001,0.0010001
103,425.099,0.64742,0.39589,0.92405,0.89203,0.93333,0.96661,0.73331,0.91422,0.53696,1.12728,0.0009902,0.0009902,0.0009902
104,429.205,0.62046,0.39482,0.93585,0.96686,0.9,0.97103,0.72855,0.93495,0.5225,1.1539,0.0009803,0.0009803,0.0009803
105,433.241,0.61296,0.39786,0.91867,0.98718,0.93333,0.98866,0.7173,1.03804,0.50795,1.21228,0.0009704,0.0009704,0.0009704
106,437.313,0.63316,0.39888,0.91569,0.96996,0.93333,0.99127,0.72976,1.02923,0.48856,1.20568,0.0009605,0.0009605,0.0009605
107,441.327,0.61467,0.40598,0.91796,0.89938,0.96667,0.98045,0.72108,1.01922,0.4947,1.13404,0.0009506,0.0009506,0.0009506
108,445.408,0.5858,0.38703,0.89905,0.95864,0.8,0.95372,0.73274,0.95981,0.55123,1.114,0.0009407,0.0009407,0.0009407
109,449.403,0.61739,0.3796,0.91581,0.93083,0.89719,0.96195,0.71552,1.00474,0.51514,1.17118,0.0009308,0.0009308,0.0009308
110,453.46,0.63149,0.38211,0.91838,0.96489,0.9,0.96015,0.7225,0.98538,0.5233,1.20446,0.0009209,0.0009209,0.0009209
111,457.521,0.64944,0.38017,0.94397,0.96304,0.93333,0.94623,0.69562,0.99938,0.57243,1.2038,0.000911,0.000911,0.000911
112,461.562,0.60251,0.38165,0.90678,0.93095,0.93333,0.95719,0.73701,0.94976,0.53404,1.16998,0.0009011,0.0009011,0.0009011
113,465.592,0.60086,0.37625,0.9069,0.95163,0.93333,0.966,0.71891,1.01365,0.49279,1.21341,0.0008912,0.0008912,0.0008912
114,469.608,0.60348,0.37027,0.91698,0.9589,0.9,0.95408,0.71702,0.94638,0.51079,1.18488,0.0008813,0.0008813,0.0008813
115,473.619,0.6216,0.37935,0.91172,0.96108,0.93333,0.96247,0.71133,0.96214,0.52709,1.18472,0.0008714,0.0008714,0.0008714
116,477.644,0.63969,0.39282,0.93535,0.96449,0.93333,0.97922,0.72613,1.00287,0.50765,1.21146,0.0008615,0.0008615,0.0008615
117,481.641,0.58355,0.38083,0.90804,0.8993,0.93333,0.97199,0.71669,1.03201,0.57359,1.18093,0.0008516,0.0008516,0.0008516
118,485.633,0.62437,0.40047,0.92042,0.89851,0.93333,0.95822,0.70226,1.03447,0.58914,1.19557,0.0008417,0.0008417,0.0008417
119,489.688,0.57502,0.37765,0.90604,0.93118,0.9021,0.96222,0.69893,1.05351,0.57467,1.20242,0.0008318,0.0008318,0.0008318
120,493.776,0.60594,0.37076,0.90758,0.9233,0.96667,0.97715,0.71593,0.99801,0.49356,1.21561,0.0008219,0.0008219,0.0008219
121,497.802,0.58715,0.3535,0.89017,0.96456,0.90732,0.97913,0.69828,1.09006,0.58036,1.20799,0.000812,0.000812,0.000812
122,501.85,0.60008,0.35724,0.91447,0.95057,0.93333,0.94681,0.69452,1.01913,0.58183,1.23038,0.0008021,0.0008021,0.0008021
123,505.941,0.59165,0.36475,0.90888,0.96522,0.92519,0.93017,0.6588,1.04774,0.55769,1.22981,0.0007922,0.0007922,0.0007922
124,510.162,0.59021,0.37055,0.91807,0.96404,0.89391,0.94311,0.6956,0.96188,0.59916,1.17869,0.0007823,0.0007823,0.0007823
125,514.278,0.53165,0.34241,0.88411,0.90603,0.96425,0.95752,0.71547,0.97028,0.56424,1.13169,0.0007724,0.0007724,0.0007724
126,518.39,0.58323,0.35398,0.89155,0.90625,0.96664,0.95595,0.71072,0.97275,0.51668,1.16879,0.0007625,0.0007625,0.0007625
127,522.535,0.54497,0.337,0.89907,0.93494,0.95826,0.97278,0.70606,1.01538,0.51072,1.23945,0.0007526,0.0007526,0.0007526
128,526.603,0.55772,0.35215,0.90801,0.83,1,0.97454,0.73902,0.95753,0.49241,1.21862,0.0007427,0.0007427,0.0007427
129,530.632,0.55742,0.34001,0.90417,0.93285,0.83333,0.96452,0.73038,0.9535,0.52353,1.18955,0.0007328,0.0007328,0.0007328
130,534.68,0.54695,0.35073,0.89593,1,0.85944,0.95691,0.73094,0.93025,0.52974,1.18714,0.0007229,0.0007229,0.0007229
131,538.777,0.55466,0.34251,0.89668,1,0.86325,0.9686,0.73064,0.98339,0.48919,1.21142,0.000713,0.000713,0.000713
132,542.843,0.54989,0.3412,0.89325,0.93284,0.96667,0.97987,0.7382,0.96508,0.47232,1.19363,0.0007031,0.0007031,0.0007031
133,546.874,0.53152,0.33718,0.88066,0.95841,0.93333,0.96837,0.72767,0.96227,0.47625,1.20616,0.0006932,0.0006932,0.0006932
134,550.934,0.5634,0.35339,0.90095,0.92058,0.96667,0.97856,0.7297,0.96519,0.46999,1.20334,0.0006833,0.0006833,0.0006833
135,555.009,0.54771,0.33774,0.90731,0.9326,0.92269,0.98088,0.74612,0.9604,0.47944,1.21568,0.0006734,0.0006734,0.0006734
136,559.059,0.53588,0.34394,0.90505,0.93351,0.93614,0.98498,0.71434,1.02784,0.47286,1.21625,0.0006635,0.0006635,0.0006635
137,563.179,0.54209,0.35091,0.90697,0.92833,0.96667,0.98471,0.73841,1.0277,0.45599,1.19527,0.0006536,0.0006536,0.0006536
138,567.377,0.52912,0.32507,0.88103,0.96654,0.96305,0.98714,0.73672,1.00536,0.4606,1.17484,0.0006437,0.0006437,0.0006437
139,571.426,0.52727,0.33493,0.89367,0.96766,0.9975,0.98984,0.74321,0.96937,0.46502,1.15945,0.0006338,0.0006338,0.0006338
140,575.543,0.52471,0.33236,0.89056,0.93233,0.96667,0.98776,0.74678,0.94355,0.45803,1.16667,0.0006239,0.0006239,0.0006239
141,579.518,0.53352,0.33292,0.88973,0.93527,0.96335,0.97685,0.75041,0.94308,0.47028,1.17903,0.000614,0.000614,0.000614
142,583.497,0.51464,0.3346,0.88824,0.96649,0.9614,0.97133,0.72289,0.97836,0.4912,1.20131,0.0006041,0.0006041,0.0006041
143,587.514,0.56286,0.34862,0.92974,0.96531,0.92768,0.95736,0.70676,0.98138,0.50866,1.19531,0.0005942,0.0005942,0.0005942
144,591.611,0.53526,0.32801,0.89224,0.9609,0.93333,0.95874,0.71732,0.97435,0.46758,1.1966,0.0005843,0.0005843,0.0005843
145,595.715,0.53426,0.33358,0.88593,0.93241,0.96667,0.96565,0.71332,0.96801,0.4882,1.20488,0.0005744,0.0005744,0.0005744
146,599.784,0.51918,0.33895,0.89192,0.93398,0.96667,0.96965,0.71151,0.96498,0.50541,1.16328,0.0005645,0.0005645,0.0005645
147,603.898,0.50926,0.3191,0.88646,0.93361,0.96667,0.96554,0.7329,0.93897,0.49231,1.17792,0.0005546,0.0005546,0.0005546
148,608.04,0.55625,0.34344,0.88892,0.93316,0.93081,0.95655,0.71032,0.98736,0.52348,1.20601,0.0005447,0.0005447,0.0005447
149,612.168,0.50418,0.31766,0.86827,0.96307,0.9,0.94573,0.6953,1.00366,0.55707,1.20433,0.0005348,0.0005348,0.0005348
150,616.297,0.51246,0.3351,0.86813,0.96414,0.89626,0.94318,0.70477,0.99452,0.59053,1.20625,0.0005249,0.0005249,0.0005249
151,620.386,0.49841,0.30899,0.87848,0.95933,0.93333,0.95203,0.71095,1.0093,0.5543,1.1839,0.000515,0.000515,0.000515
152,624.587,0.49263,0.30327,0.88156,0.96546,0.93333,0.96221,0.73313,0.96718,0.49559,1.19225,0.0005051,0.0005051,0.0005051
153,628.732,0.50609,0.31487,0.87442,0.96329,0.96667,0.9659,0.7212,0.98936,0.4808,1.22433,0.0004952,0.0004952,0.0004952
154,632.932,0.48534,0.32637,0.87099,0.9648,0.96667,0.96615,0.7327,0.95186,0.45158,1.22807,0.0004853,0.0004853,0.0004853
155,636.984,0.49039,0.31431,0.88324,0.9629,0.96667,0.97151,0.74308,0.93804,0.42981,1.2271,0.0004754,0.0004754,0.0004754
156,641.154,0.5052,0.3173,0.8821,0.96289,0.96667,0.96968,0.72641,0.96463,0.47749,1.22943,0.0004655,0.0004655,0.0004655
157,645.557,0.51763,0.3262,0.88399,0.96329,0.96667,0.96339,0.70259,1.00331,0.5283,1.24622,0.0004556,0.0004556,0.0004556
158,649.564,0.51956,0.32231,0.87663,0.96424,0.96667,0.96407,0.71205,1.05183,0.53649,1.25083,0.0004457,0.0004457,0.0004457
159,653.562,0.47982,0.30468,0.86943,0.96664,0.96588,0.96751,0.71676,0.9759,0.4993,1.23449,0.0004358,0.0004358,0.0004358
160,657.731,0.53409,0.31681,0.90392,0.97757,0.93333,0.96916,0.72366,0.98226,0.50884,1.24028,0.0004259,0.0004259,0.0004259
161,661.716,0.48029,0.29713,0.87054,0.97224,0.93333,0.9701,0.73592,0.91508,0.48512,1.20226,0.000416,0.000416,0.000416
162,665.753,0.49551,0.32342,0.86766,0.93321,0.96667,0.97069,0.7291,0.94534,0.46946,1.19968,0.0004061,0.0004061,0.0004061
163,669.763,0.50289,0.31665,0.88928,0.96305,0.96667,0.9697,0.72432,0.96349,0.46172,1.21857,0.0003962,0.0003962,0.0003962
164,673.98,0.47298,0.29691,0.85595,0.96387,0.96667,0.97618,0.73409,0.96502,0.43507,1.20998,0.0003863,0.0003863,0.0003863
165,678.04,0.4722,0.29725,0.87043,0.96412,0.96667,0.97471,0.73268,0.97753,0.45054,1.22716,0.0003764,0.0003764,0.0003764
166,682.073,0.48002,0.32006,0.88356,0.96433,0.96667,0.96985,0.74134,0.97729,0.46573,1.24231,0.0003665,0.0003665,0.0003665
167,686.119,0.45355,0.29061,0.86818,0.96308,0.96667,0.96833,0.73466,0.96443,0.4614,1.22087,0.0003566,0.0003566,0.0003566
168,690.226,0.46958,0.29386,0.85081,0.96005,0.96667,0.96751,0.72874,0.94892,0.47218,1.22501,0.0003467,0.0003467,0.0003467
169,694.206,0.47149,0.29701,0.86137,0.96335,0.96667,0.96943,0.73057,0.9734,0.45848,1.22145,0.0003368,0.0003368,0.0003368
170,698.186,0.49898,0.3465,0.87562,0.96589,0.96667,0.96833,0.72483,0.98013,0.48342,1.22517,0.0003269,0.0003269,0.0003269
171,702.206,0.44619,0.28126,0.88295,0.96661,0.96509,0.96167,0.72117,0.98191,0.48215,1.21801,0.000317,0.000317,0.000317
172,706.36,0.46736,0.30104,0.87503,0.96465,0.96667,0.96167,0.72046,1.00191,0.47889,1.22716,0.0003071,0.0003071,0.0003071
173,710.402,0.46456,0.28964,0.88984,0.96326,0.96667,0.96867,0.73372,0.9793,0.44649,1.23707,0.0002972,0.0002972,0.0002972
174,714.443,0.45207,0.29486,0.87369,0.9613,0.96667,0.97264,0.73553,0.95643,0.43321,1.23802,0.0002873,0.0002873,0.0002873
175,718.529,0.47195,0.29491,0.88603,0.96527,0.96667,0.9691,0.73614,0.97479,0.45084,1.239,0.0002774,0.0002774,0.0002774
176,722.741,0.42647,0.28271,0.85683,0.96525,0.93333,0.96424,0.7189,0.96431,0.45562,1.23891,0.0002675,0.0002675,0.0002675
177,726.858,0.43863,0.28559,0.85984,0.96544,0.93117,0.96486,0.7091,0.99446,0.47723,1.24796,0.0002576,0.0002576,0.0002576
178,730.888,0.42555,0.28194,0.85443,0.96084,0.96667,0.96631,0.71322,1.00236,0.47749,1.23266,0.0002477,0.0002477,0.0002477
179,734.917,0.44296,0.35136,0.88496,0.95318,0.96667,0.96621,0.71884,0.97551,0.48228,1.23093,0.0002378,0.0002378,0.0002378
180,738.999,0.42685,0.28172,0.86323,0.96305,0.96667,0.96672,0.71004,0.98015,0.4713,1.243,0.0002279,0.0002279,0.0002279
181,743.081,0.42562,0.28129,0.86762,0.9631,0.96667,0.96167,0.70553,1.01163,0.47097,1.25211,0.000218,0.000218,0.000218
182,747.197,0.43056,0.28074,0.85819,0.93151,0.96667,0.96065,0.70186,1.02442,0.49704,1.26116,0.0002081,0.0002081,0.0002081
183,751.261,0.43455,0.28369,0.86582,0.93356,0.96667,0.96065,0.70488,1.00035,0.49332,1.24851,0.0001982,0.0001982,0.0001982
184,755.371,0.44136,0.28494,0.86041,0.93539,0.96525,0.96065,0.71141,0.99722,0.50779,1.2236,0.0001883,0.0001883,0.0001883
185,759.408,0.42633,0.27872,0.86646,0.93538,0.96499,0.96169,0.70344,0.98155,0.49751,1.22663,0.0001784,0.0001784,0.0001784
186,763.426,0.41428,0.27337,0.85541,0.93541,0.96545,0.96065,0.7271,0.96314,0.48362,1.22405,0.0001685,0.0001685,0.0001685
187,767.412,0.40079,0.2657,0.85836,0.93536,0.96476,0.96065,0.72312,0.97522,0.49524,1.21292,0.0001586,0.0001586,0.0001586
