epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,41.5672,1.06283,1.44547,1.07692,0.85724,0.86667,0.8932,0.67229,0.92109,1.22278,1.0632,8.812e-07,8.812e-07,8.812e-07
14,44.316,1.09684,1.42146,1.10609,0.86053,0.86667,0.89285,0.66557,0.92115,1.20786,1.06434,8.713e-07,8.713e-07,8.713e-07
15,47.1004,1.0615,1.39066,1.07484,0.85969,0.86667,0.89352,0.66665,0.92146,1.20165,1.06457,8.614e-07,8.614e-07,8.614e-07
16,49.822,1.07841,1.42855,1.07255,0.86558,0.8588,0.89695,0.67212,0.92087,1.19794,1.06258,8.515e-07,8.515e-07,8.515e-07
17,52.5672,1.03813,1.37747,1.03095,0.86543,0.85772,0.89819,0.67373,0.92045,1.19724,1.06082,8.416e-07,8.416e-07,8.416e-07
18,55.3976,1.10345,1.49137,1.07409,0.86522,0.85618,0.8983,0.67395,0.91952,1.19497,1.05932,8.317e-07,8.317e-07,8.317e-07
19,58.9127,1.04006,1.39008,1.06316,0.86521,0.85607,0.89727,0.67876,0.92128,1.19428,1.06134,8.218e-07,8.218e-07,8.218e-07
20,61.7274,1.0525,1.33953,1.07587,0.86538,0.85734,0.89732,0.67949,0.92117,1.19,1.06156,8.119e-07,8.119e-07,8.119e-07
21,64.5518,1.06912,1.38743,1.06608,0.86504,0.85489,0.89826,0.67446,0.92122,1.19108,1.06141,8.02e-07,8.02e-07,8.02e-07
22,67.236,1.03444,1.39033,1.07382,0.86519,0.85594,0.89826,0.6797,0.9201,1.18925,1.05985,7.921e-07,7.921e-07,7.921e-07
23,70.0411,1.0677,1.41233,1.05289,0.84015,0.83333,0.89832,0.67446,0.9198,1.18818,1.06114,7.822e-07,7.822e-07,7.822e-07
24,72.7799,1.05672,1.42094,1.06328,0.83927,0.83333,0.89775,0.68055,0.91943,1.1891,1.05886,7.723e-07,7.723e-07,7.723e-07
25,75.5909,1.04425,1.3733,1.06168,0.8442,0.83333,0.89727,0.68017,0.91891,1.18545,1.05874,7.624e-07,7.624e-07,7.624e-07
26,78.313,1.04191,1.37897,1.0891,0.86489,0.8538,0.89727,0.67267,0.91983,1.18492,1.0593,7.525e-07,7.525e-07,7.525e-07
27,80.9716,1.0515,1.35737,1.10939,0.86476,0.85284,0.89845,0.67393,0.91922,1.18568,1.05827,7.426e-07,7.426e-07,7.426e-07
28,83.6828,1.04562,1.34928,1.06907,0.86522,0.85618,0.89875,0.67291,0.92202,1.18391,1.05978,7.327e-07,7.327e-07,7.327e-07
29,86.3936,1.07949,1.44089,1.068,0.86501,0.85464,0.89888,0.67273,0.92117,1.1812,1.05839,7.228e-07,7.228e-07,7.228e-07
30,89.0958,1.02099,1.38206,1.05638,0.86502,0.85474,0.89888,0.67371,0.92025,1.17802,1.05914,7.129e-07,7.129e-07,7.129e-07
31,91.7444,1.04943,1.3897,1.09102,0.86492,0.85398,0.8988,0.67236,0.92105,1.17894,1.05932,7.03e-07,7.03e-07,7.03e-07
32,94.4774,1.00912,1.2957,1.03127,0.84311,0.83333,0.89893,0.67433,0.92048,1.17688,1.0588,6.931e-07,6.931e-07,6.931e-07
33,97.1853,1.06648,1.45976,1.11136,0.86466,0.85208,0.89963,0.67849,0.92094,1.17676,1.05949,6.832e-07,6.832e-07,6.832e-07
34,99.8526,1.1031,1.42315,1.08176,0.86525,0.85642,0.89902,0.67737,0.91977,1.17616,1.0598,6.733e-07,6.733e-07,6.733e-07
35,102.506,1.03149,1.35596,1.06905,0.86465,0.85206,0.8991,0.67977,0.91965,1.17251,1.05895,6.634e-07,6.634e-07,6.634e-07
36,105.211,1.06121,1.36339,1.07524,0.86461,0.85173,0.89905,0.68076,0.91886,1.17225,1.05832,6.535e-07,6.535e-07,6.535e-07
37,107.998,1.01839,1.3397,1.02814,0.84506,0.83333,0.89959,0.6792,0.91983,1.17147,1.05724,6.436e-07,6.436e-07,6.436e-07
38,110.76,1.02424,1.37534,1.06364,0.84622,0.83333,0.89969,0.68072,0.91986,1.17043,1.05706,6.337e-07,6.337e-07,6.337e-07
39,113.657,1.04772,1.43898,1.04025,0.86471,0.85249,0.89968,0.68181,0.92095,1.17,1.05824,6.238e-07,6.238e-07,6.238e-07
40,116.495,1.05869,1.40993,1.05944,0.84306,0.83333,0.89969,0.68715,0.92001,1.169,1.05776,6.139e-07,6.139e-07,6.139e-07
41,119.311,1.08149,1.38719,1.08562,0.84476,0.83333,0.90017,0.68823,0.92022,1.1688,1.05746,6.04e-07,6.04e-07,6.04e-07
42,122.117,1.04144,1.40569,1.0808,0.86472,0.85253,0.90153,0.6842,0.91838,1.16925,1.05719,5.941e-07,5.941e-07,5.941e-07
43,124.793,1.04719,1.34752,1.08315,0.86454,0.85125,0.90047,0.68828,0.91791,1.16666,1.05621,5.842e-07,5.842e-07,5.842e-07
44,127.619,1.06477,1.39997,1.09998,0.86486,0.85356,0.90234,0.68885,0.91921,1.1674,1.0582,5.743e-07,5.743e-07,5.743e-07
45,130.453,1.03168,1.34051,1.0766,0.86452,0.85111,0.9015,0.68158,0.9181,1.16589,1.05668,5.644e-07,5.644e-07,5.644e-07
46,133.136,1.05635,1.40466,1.07945,0.86447,0.85078,0.90387,0.69146,0.91788,1.16604,1.05634,5.545e-07,5.545e-07,5.545e-07
47,136.02,1.05489,1.38241,1.06089,0.86473,0.8526,0.9029,0.68934,0.92035,1.16628,1.05703,5.446e-07,5.446e-07,5.446e-07
48,138.713,0.99431,1.37905,1.03096,0.86482,0.85327,0.9028,0.68928,0.91971,1.16828,1.0572,5.347e-07,5.347e-07,5.347e-07
49,141.418,1.02399,1.37964,1.06359,0.86479,0.85304,0.90298,0.68996,0.91861,1.16415,1.05681,5.248e-07,5.248e-07,5.248e-07
50,144.119,1.0216,1.40432,1.04254,0.86446,0.85068,0.90301,0.68637,0.9184,1.16292,1.05618,5.149e-07,5.149e-07,5.149e-07
51,146.805,1.0398,1.32322,1.04351,0.86444,0.8505,0.90298,0.68996,0.91857,1.1628,1.05641,5.05e-07,5.05e-07,5.05e-07
52,149.529,1.02257,1.31652,1.05767,0.81363,0.87329,0.90338,0.6903,0.91853,1.16076,1.05642,4.951e-07,4.951e-07,4.951e-07
53,152.207,1.08447,1.36176,1.10632,0.81357,0.87295,0.90416,0.68916,0.91858,1.16151,1.05639,4.852e-07,4.852e-07,4.852e-07
54,154.909,1.01879,1.34987,1.04003,0.81415,0.87636,0.90411,0.69281,0.91959,1.16241,1.05575,4.753e-07,4.753e-07,4.753e-07
55,157.694,1.0457,1.35029,1.04786,0.81477,0.87996,0.90288,0.69146,0.91764,1.162,1.05511,4.654e-07,4.654e-07,4.654e-07
56,160.437,1.07993,1.40402,1.05486,0.81512,0.88203,0.903,0.68335,0.91731,1.16082,1.05116,4.555e-07,4.555e-07,4.555e-07
57,163.111,1.00598,1.33919,1.03632,0.81418,0.87654,0.90356,0.67715,0.91861,1.16058,1.0548,4.456e-07,4.456e-07,4.456e-07
58,165.809,1.03389,1.36083,1.07451,0.81485,0.88047,0.90414,0.68726,0.92014,1.15545,1.05437,4.357e-07,4.357e-07,4.357e-07
59,168.503,1.104,1.42192,1.10535,0.815,0.88132,0.9048,0.68103,0.9192,1.15721,1.05477,4.258e-07,4.258e-07,4.258e-07
60,171.438,1.06004,1.37896,1.12294,0.81453,0.8786,0.90329,0.68392,0.91988,1.15433,1.054,4.159e-07,4.159e-07,4.159e-07
61,174.123,1.04344,1.34129,1.06082,0.81475,0.87987,0.90436,0.68026,0.91653,1.15797,1.05111,4.06e-07,4.06e-07,4.06e-07
62,176.877,1.00864,1.31945,1.05932,0.81332,0.87148,0.9047,0.68046,0.92061,1.15296,1.0546,3.961e-07,3.961e-07,3.961e-07
63,179.642,1.01043,1.32093,1.07838,0.86622,0.86343,0.90332,0.67782,0.92077,1.15386,1.0557,3.862e-07,3.862e-07,3.862e-07
64,182.525,1.06238,1.40489,1.06475,0.81424,0.87685,0.90174,0.68123,0.91863,1.1571,1.05399,3.763e-07,3.763e-07,3.763e-07
65,185.247,1.04675,1.33917,1.07724,0.81497,0.88116,0.90174,0.68209,0.9181,1.15777,1.05391,3.664e-07,3.664e-07,3.664e-07
66,187.99,1.09896,1.36271,1.05643,0.81483,0.88034,0.90447,0.68749,0.91718,1.15411,1.05296,3.565e-07,3.565e-07,3.565e-07
67,190.69,1.06857,1.36216,1.08155,0.8156,0.88487,0.90436,0.67817,0.91899,1.15432,1.052,3.466e-07,3.466e-07,3.466e-07
68,193.4,1.06383,1.30545,1.07164,0.81505,0.8816,0.90326,0.6798,0.918,1.15302,1.05253,3.367e-07,3.367e-07,3.367e-07
69,196.113,1.04063,1.3948,1.09069,0.81444,0.87805,0.90447,0.68794,0.91809,1.15208,1.05273,3.268e-07,3.268e-07,3.268e-07
70,198.778,1.00064,1.34214,1.01119,0.81431,0.87729,0.90458,0.69059,0.91534,1.15362,1.05313,3.169e-07,3.169e-07,3.169e-07
71,201.456,1.04236,1.38282,1.07708,0.81477,0.87999,0.9045,0.68077,0.91716,1.15481,1.05042,3.07e-07,3.07e-07,3.07e-07
72,204.184,1.06892,1.44392,1.05217,0.81435,0.87755,0.90519,0.6843,0.91571,1.15155,1.05337,2.971e-07,2.971e-07,2.971e-07
73,206.898,0.99229,1.26006,1.02496,0.81433,0.87741,0.90579,0.69393,0.91486,1.15174,1.05271,2.872e-07,2.872e-07,2.872e-07
74,209.714,1.03904,1.34538,1.0688,0.81426,0.87698,0.90296,0.68977,0.91681,1.14764,1.05285,2.773e-07,2.773e-07,2.773e-07
75,212.457,1.02221,1.26433,1.0509,0.81383,0.87449,0.90464,0.69296,0.91826,1.14763,1.05317,2.674e-07,2.674e-07,2.674e-07
76,215.236,1.0487,1.30178,1.05197,0.81338,0.87184,0.903,0.68945,0.91603,1.14878,1.05292,2.575e-07,2.575e-07,2.575e-07
77,217.92,1.0784,1.45518,1.09026,0.81313,0.87039,0.90425,0.68055,0.91526,1.15011,1.05187,2.476e-07,2.476e-07,2.476e-07
78,220.619,1.08431,1.42758,1.0762,0.81289,0.86896,0.90528,0.68513,0.91474,1.15149,1.05051,2.377e-07,2.377e-07,2.377e-07
79,223.324,1.04629,1.36553,1.07421,0.81312,0.8703,0.90431,0.68058,0.91662,1.15155,1.05263,2.278e-07,2.278e-07,2.278e-07
80,226.041,1.07514,1.37024,1.11758,0.81305,0.86986,0.90404,0.68713,0.91721,1.15136,1.05029,2.179e-07,2.179e-07,2.179e-07
81,228.712,1.02079,1.36727,1.05587,0.81357,0.87293,0.90404,0.69213,0.9172,1.15451,1.05029,2.08e-07,2.08e-07,2.08e-07
82,231.376,1.027,1.31904,1.05631,0.81325,0.87109,0.90396,0.69256,0.91828,1.15162,1.05213,1.981e-07,1.981e-07,1.981e-07
83,234.268,1.03796,1.30085,1.05821,0.814,0.87546,0.90331,0.68401,0.92001,1.15184,1.05309,1.882e-07,1.882e-07,1.882e-07
84,237.004,0.99378,1.3022,1.03986,0.81359,0.87305,0.90248,0.6772,0.91907,1.14829,1.05221,1.783e-07,1.783e-07,1.783e-07
85,239.668,1.03117,1.29857,1.05997,0.81481,0.88021,0.90263,0.6819,0.91885,1.14787,1.05282,1.684e-07,1.684e-07,1.684e-07
86,242.359,1.02466,1.3349,1.06766,0.81348,0.87244,0.90189,0.67951,0.91862,1.14937,1.05295,1.585e-07,1.585e-07,1.585e-07
87,245.016,1.02491,1.34704,1.06284,0.81407,0.8759,0.90308,0.68042,0.91961,1.14626,1.05375,1.486e-07,1.486e-07,1.486e-07
88,247.764,1.02431,1.338,1.06431,0.81282,0.86854,0.90258,0.68188,0.91875,1.14529,1.05425,1.387e-07,1.387e-07,1.387e-07
89,250.459,1.03364,1.37565,1.08713,0.81422,0.87674,0.90394,0.67999,0.91774,1.14623,1.0528,1.288e-07,1.288e-07,1.288e-07
90,253.14,1.02073,1.31388,1.07369,0.81332,0.8715,0.90263,0.68329,0.91936,1.14856,1.05359,1.189e-07,1.189e-07,1.189e-07
91,257.35,0.96015,1.25889,1.0855,0.84025,0.87686,0.90047,0.68441,0.92365,1.14609,1.0575,1.09e-07,1.09e-07,1.09e-07
92,259.996,0.96127,1.28973,1.05162,0.81121,0.9,0.89795,0.67828,0.92621,1.15704,1.06497,9.91e-08,9.91e-08,9.91e-08
93,262.593,0.96752,1.28928,1.07517,0.81953,0.86667,0.89784,0.68029,0.9308,1.15989,1.07232,8.92e-08,8.92e-08,8.92e-08
94,265.161,0.94401,1.28951,1.00327,0.83312,0.86667,0.8972,0.67278,0.93161,1.16345,1.07216,7.93e-08,7.93e-08,7.93e-08
95,267.745,0.95859,1.25731,1.04532,0.83839,0.86466,0.89679,0.67041,0.93187,1.1708,1.0729,6.94e-08,6.94e-08,6.94e-08
96,270.361,0.95098,1.24355,1.04223,0.83257,0.82889,0.89358,0.67212,0.93186,1.17521,1.07354,5.95e-08,5.95e-08,5.95e-08
97,272.916,0.96932,1.2813,1.06811,0.83245,0.8282,0.89259,0.66939,0.93295,1.17556,1.07574,4.96e-08,4.96e-08,4.96e-08
98,275.495,0.99017,1.26386,1.07356,0.83237,0.82775,0.88973,0.66363,0.93376,1.17988,1.07641,3.97e-08,3.97e-08,3.97e-08
99,278.077,0.95921,1.31184,1.06311,0.83142,0.82223,0.89024,0.66764,0.93251,1.18344,1.0772,2.98e-08,2.98e-08,2.98e-08
100,280.695,0.95217,1.30572,1.08143,0.83202,0.83333,0.88984,0.66737,0.93389,1.18108,1.07957,1.99e-08,1.99e-08,1.99e-08
