epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.26459,1.04027,3.07977,1.08259,0.00526,1,0.60753,0.42997,0.96384,2.83467,0.92561,0.00024,0.00024,0.00024
2,11.7717,1.06967,1.64112,1.03298,0.00526,1,0.63896,0.43663,1.00933,2.99803,1.09422,0.00049505,0.00049505,0.00049505
3,16.1288,1.05922,1.56206,1.06069,0.84895,0.18853,0.4562,0.30652,1.20921,3.07264,1.25381,0.000744952,0.000744952,0.000744952
4,20.3687,1.07599,1.39694,1.06819,0.50819,0.23333,0.4295,0.27221,1.01987,2.83319,1.03891,0.000989706,0.000989706,0.000989706
5,24.4893,1.05685,1.35567,1.05203,0.90335,0.66667,0.82791,0.58438,1.0936,2.1643,1.11567,0.00122931,0.00122931,0.00122931
6,28.8394,1.10225,1.29787,1.09174,0.88599,0.46667,0.54858,0.38862,1.45037,2.56051,1.77627,0.00146377,0.00146377,0.00146377
7,32.9559,1.03972,1.19028,1.08205,0.95668,0.86667,0.86914,0.59783,1.19097,1.45601,1.37382,0.00169308,0.00169308,0.00169308
8,37.294,1.03342,1.20549,1.09311,0.86407,0.7,0.82661,0.55072,1.16223,1.42293,1.33012,0.0018614,0.0018614,0.0018614
9,41.3331,1.0418,1.20988,1.10536,0.7577,0.7,0.76234,0.50041,1.18119,1.62236,1.26371,0.0018416,0.0018416,0.0018416
10,45.4111,1.05959,1.04376,1.06807,0.68958,0.73333,0.77212,0.51886,1.31017,1.42765,1.28519,0.0018218,0.0018218,0.0018218
11,49.4343,1.02518,0.92927,1.07776,0.42705,0.34817,0.26534,0.19237,1.14443,2.2255,1.2435,0.001802,0.001802,0.001802
12,53.5392,0.98171,0.94037,1.06265,0.93839,0.66667,0.76961,0.55055,1.05155,1.21335,1.21196,0.0017822,0.0017822,0.0017822
13,57.6766,1.01724,0.87116,1.05069,0.84406,0.76667,0.74946,0.54445,1.03475,1.15662,1.16136,0.0017624,0.0017624,0.0017624
14,61.6901,0.96085,0.83816,1.03692,0.95809,0.76215,0.76808,0.52539,1.16494,1.18313,1.21364,0.0017426,0.0017426,0.0017426
15,65.7395,0.97574,0.82656,1.03567,0.7817,0.8,0.79055,0.56223,1.05436,1.14616,1.18798,0.0017228,0.0017228,0.0017228
16,69.9609,1.0065,0.84091,1.05865,0.77463,0.73333,0.69771,0.43901,1.18404,1.32407,1.26679,0.001703,0.001703,0.001703
17,74.0697,0.97622,0.8502,1.0796,0.71118,0.66667,0.70133,0.48317,1.1813,1.50311,1.25312,0.0016832,0.0016832,0.0016832
18,78.0612,0.95247,0.82652,1.03857,0.99415,0.8,0.85473,0.55248,1.25706,1.03943,1.25324,0.0016634,0.0016634,0.0016634
19,82.0662,0.97391,0.83381,1.06958,0.9467,0.8,0.90532,0.66242,1.0786,0.85157,1.15091,0.0016436,0.0016436,0.0016436
20,86.3534,0.93,0.76443,1.04892,0.98335,0.76667,0.85739,0.59111,1.1629,0.92471,1.2118,0.0016238,0.0016238,0.0016238
21,90.3812,0.92069,0.74644,1.0119,0.84166,0.88616,0.93205,0.62829,1.13579,0.84537,1.21991,0.001604,0.001604,0.001604
22,94.391,0.92231,0.71296,1.04272,0.96033,0.93333,0.94448,0.66721,1.05526,0.66709,1.21367,0.0015842,0.0015842,0.0015842
23,98.6044,0.9058,0.73013,1.04741,0.93233,0.9188,0.95584,0.67632,1.08594,0.68472,1.21388,0.0015644,0.0015644,0.0015644
24,102.841,0.91209,0.70943,1.01579,0.95168,0.93333,0.94557,0.67275,1.06917,0.68639,1.16835,0.0015446,0.0015446,0.0015446
25,106.889,0.90717,0.63624,1.00121,0.869,0.93333,0.94828,0.7198,0.91518,0.68222,1.12364,0.0015248,0.0015248,0.0015248
26,111.124,0.8552,0.63366,1.00963,0.8424,0.89108,0.93979,0.66716,1.07798,0.81788,1.23127,0.001505,0.001505,0.001505
27,115.102,0.92965,0.69179,1.0285,0.82438,0.78263,0.90819,0.64224,1.02298,0.87109,1.1847,0.0014852,0.0014852,0.0014852
28,119.167,0.87907,0.63062,1.00338,0.91831,0.9,0.91339,0.69116,0.90871,0.76176,1.07664,0.0014654,0.0014654,0.0014654
29,123.231,0.89904,0.62874,1.00092,0.90617,0.96574,0.96836,0.683,1.04552,0.63898,1.20283,0.0014456,0.0014456,0.0014456
30,127.3,0.84427,0.62004,1.00788,0.89846,0.96667,0.95295,0.7005,0.94648,0.58949,1.1696,0.0014258,0.0014258,0.0014258
31,131.275,0.83206,0.59063,0.99468,0.99335,0.9,0.96118,0.7314,0.92547,0.56718,1.13083,0.001406,0.001406,0.001406
32,135.463,0.81394,0.58902,0.98983,1,0.89531,0.97991,0.73598,0.98187,0.56313,1.19338,0.0013862,0.0013862,0.0013862
33,139.6,0.8602,0.58624,0.98255,0.95755,0.96667,0.98914,0.76805,0.87187,0.51303,1.09731,0.0013664,0.0013664,0.0013664
34,143.804,0.86255,0.57116,1.00408,0.89756,0.93333,0.97149,0.74481,0.87854,0.56934,1.06918,0.0013466,0.0013466,0.0013466
35,147.91,0.79183,0.55624,0.9814,0.90584,1,0.97901,0.74172,0.92621,0.52364,1.0912,0.0013268,0.0013268,0.0013268
36,151.953,0.82787,0.57409,0.9955,0.90555,0.95893,0.96854,0.71768,1.00459,0.62632,1.1311,0.001307,0.001307,0.001307
37,155.925,0.80266,0.57394,0.98149,0.89795,1,0.9861,0.74484,0.91502,0.52355,1.1153,0.0012872,0.0012872,0.0012872
38,159.922,0.84401,0.59285,0.98713,0.93107,0.93333,0.95666,0.71063,0.99641,0.53005,1.15137,0.0012674,0.0012674,0.0012674
39,163.993,1.06206,0.81386,1.25777,0.89432,0.86667,0.92343,0.67866,0.93788,0.58276,1.18279,0.0012476,0.0012476,0.0012476
40,168.057,0.82149,0.55254,0.99105,0.69802,0.92477,0.82782,0.59266,1.04943,0.83229,1.21508,0.0012278,0.0012278,0.0012278
41,172.045,0.81492,0.59623,0.9738,0.86984,0.89129,0.93511,0.72177,0.92034,0.65182,1.13289,0.001208,0.001208,0.001208
42,176.006,0.79634,0.5323,0.96349,0.92201,0.96667,0.94758,0.71721,0.95602,0.63263,1.1603,0.0011882,0.0011882,0.0011882
43,179.971,0.802,0.52308,0.98737,0.91039,0.9,0.93306,0.65937,1.02589,0.76261,1.21896,0.0011684,0.0011684,0.0011684
44,184.011,0.79087,0.53569,1.01766,0.91708,0.73745,0.90404,0.62893,1.01664,0.71587,1.19166,0.0011486,0.0011486,0.0011486
45,187.999,0.778,0.5095,0.97774,0.94858,0.76667,0.89736,0.6584,0.97474,0.6688,1.13368,0.0011288,0.0011288,0.0011288
46,191.985,0.81066,0.52986,0.99509,0.92811,0.86086,0.909,0.67908,0.93031,0.64698,1.13563,0.001109,0.001109,0.001109
47,195.998,0.81876,0.52524,0.98417,0.82717,0.95737,0.9292,0.67308,0.9367,0.59131,1.14436,0.0010892,0.0010892,0.0010892
48,200.031,0.80399,0.53152,0.97315,0.86064,0.96667,0.95239,0.69914,0.99834,0.54694,1.15667,0.0010694,0.0010694,0.0010694
49,204.063,0.77857,0.50314,0.96704,0.96537,0.92922,0.97925,0.72683,0.96379,0.5397,1.17813,0.0010496,0.0010496,0.0010496
50,208.071,0.79276,0.50716,0.9804,0.96528,0.9268,0.95949,0.73049,0.94097,0.56802,1.17405,0.0010298,0.0010298,0.0010298
51,212.11,0.75017,0.47387,0.96722,0.92508,0.96667,0.95373,0.68347,1.0578,0.55968,1.16153,0.00101,0.00101,0.00101
52,216.182,0.80243,0.51312,0.98107,0.93532,0.96416,0.96271,0.70202,1.03078,0.57243,1.17043,0.0009902,0.0009902,0.0009902
53,220.167,0.74956,0.4837,0.96006,0.97266,0.9,0.97717,0.70457,1.01066,0.50883,1.1539,0.0009704,0.0009704,0.0009704
54,224.178,0.75311,0.47752,0.96687,0.95927,0.93333,0.96747,0.69172,1.00538,0.548,1.18217,0.0009506,0.0009506,0.0009506
55,228.242,0.7768,0.498,0.97599,0.93176,0.93333,0.94735,0.67907,0.98346,0.58239,1.16729,0.0009308,0.0009308,0.0009308
56,232.292,0.74367,0.47371,0.94487,0.87741,0.95458,0.94757,0.68232,0.97837,0.60765,1.17696,0.000911,0.000911,0.000911
57,236.347,0.77635,0.46914,0.98215,0.97606,0.8,0.94456,0.70692,0.93005,0.63296,1.15694,0.0008912,0.0008912,0.0008912
58,240.323,0.77645,0.49501,0.98013,0.97717,0.76667,0.93169,0.68977,0.97638,0.64313,1.13767,0.0008714,0.0008714,0.0008714
59,244.313,0.73041,0.46146,0.96946,0.99326,0.8,0.94923,0.68191,0.99197,0.61543,1.12904,0.0008516,0.0008516,0.0008516
60,248.296,0.67523,0.42156,0.92478,0.93095,0.89884,0.95846,0.72342,0.96262,0.62265,1.10091,0.0008318,0.0008318,0.0008318
61,252.244,0.68201,0.42988,0.94568,0.9258,0.83188,0.92811,0.70362,0.9134,0.77353,1.0782,0.000812,0.000812,0.000812
62,256.212,0.71668,0.44905,0.95199,0.91693,0.86667,0.94655,0.69393,0.96232,0.68921,1.08695,0.0007922,0.0007922,0.0007922
63,260.165,0.70702,0.4275,0.92992,0.89808,0.93333,0.95463,0.71594,0.98586,0.65244,1.09975,0.0007724,0.0007724,0.0007724
64,264.158,0.68061,0.42016,0.94887,0.93138,0.93333,0.9614,0.6999,0.98637,0.53976,1.12359,0.0007526,0.0007526,0.0007526
65,268.147,0.65193,0.41757,0.92235,0.93069,0.93333,0.95978,0.70177,0.96692,0.52374,1.10996,0.0007328,0.0007328,0.0007328
66,272.116,0.68822,0.42387,0.93596,1,0.83271,0.97315,0.70889,0.96438,0.53483,1.13913,0.000713,0.000713,0.000713
67,276.095,0.69222,0.42547,0.94348,0.93284,0.92617,0.96886,0.71702,0.96686,0.54409,1.12685,0.0006932,0.0006932,0.0006932
68,280.118,0.6904,0.41367,0.9532,0.92846,0.86526,0.96035,0.72292,0.94382,0.55655,1.15152,0.0006734,0.0006734,0.0006734
69,284.089,0.68687,0.41446,0.9239,0.9045,0.96667,0.97481,0.70728,1.01775,0.52676,1.18618,0.0006536,0.0006536,0.0006536
70,288.086,0.64672,0.41056,0.9368,0.93125,0.96667,0.97669,0.74381,0.93372,0.48777,1.16567,0.0006338,0.0006338,0.0006338
71,292.077,0.66079,0.39995,0.92721,0.96574,0.93986,0.98708,0.74337,0.98704,0.47688,1.17007,0.000614,0.000614,0.000614
72,296.093,0.66715,0.43452,0.95325,0.93265,0.96667,0.98244,0.76007,0.92729,0.45981,1.13037,0.0005942,0.0005942,0.0005942
73,300.111,0.65237,0.41284,0.90776,0.93529,0.96371,0.97656,0.74452,0.93818,0.47867,1.10975,0.0005744,0.0005744,0.0005744
74,304.107,0.62893,0.3836,0.91868,0.98917,0.9,0.98095,0.76974,0.87888,0.48373,1.10263,0.0005546,0.0005546,0.0005546
75,308.251,0.64512,0.39026,0.92844,0.96542,0.93067,0.98896,0.75226,0.90158,0.4625,1.11975,0.0005348,0.0005348,0.0005348
76,312.245,0.63145,0.4107,0.9195,0.96656,0.96349,0.99127,0.7431,0.96068,0.41899,1.18324,0.000515,0.000515,0.000515
77,316.213,0.62001,0.40417,0.908,0.9209,0.96667,0.98548,0.74561,0.96494,0.44043,1.16731,0.0004952,0.0004952,0.0004952
78,320.17,0.61534,0.39907,0.91737,0.93528,0.96343,0.96746,0.72539,0.97918,0.48402,1.16613,0.0004754,0.0004754,0.0004754
79,324.154,0.6511,0.40973,0.92164,0.93096,0.89906,0.94966,0.71552,0.97528,0.6089,1.13181,0.0004556,0.0004556,0.0004556
80,328.161,0.61729,0.39049,0.90647,0.97843,0.8,0.91047,0.67065,0.9519,0.68342,1.11344,0.0004358,0.0004358,0.0004358
81,332.13,0.60749,0.38955,0.92057,0.8397,0.93333,0.94109,0.6978,0.90485,0.60582,1.09575,0.000416,0.000416,0.000416
82,336.113,0.60495,0.37284,0.90465,0.87371,0.96667,0.9673,0.73318,0.91468,0.51883,1.10053,0.0003962,0.0003962,0.0003962
83,340.07,0.61587,0.37658,0.92929,0.92907,0.96667,0.9862,0.76482,0.90447,0.44713,1.09335,0.0003764,0.0003764,0.0003764
84,344.098,0.5844,0.37129,0.91351,0.95829,1,0.99177,0.77378,0.89387,0.41692,1.11192,0.0003566,0.0003566,0.0003566
85,348.278,0.5878,0.37018,0.90239,0.9088,0.9966,0.98776,0.76655,0.91355,0.41418,1.10528,0.0003368,0.0003368,0.0003368
86,352.263,0.59346,0.35671,0.91159,0.90873,0.99576,0.98384,0.73713,0.91369,0.43154,1.13168,0.000317,0.000317,0.000317
87,356.223,0.59618,0.35996,0.90965,0.90873,0.99579,0.98318,0.73627,0.92304,0.43421,1.16025,0.0002972,0.0002972,0.0002972
88,360.241,0.55003,0.35634,0.89348,0.92937,0.96667,0.98695,0.7492,0.95404,0.4281,1.12706,0.0002774,0.0002774,0.0002774
89,364.207,0.55919,0.35055,0.89026,0.9322,0.96667,0.98406,0.74087,0.94833,0.42909,1.14695,0.0002576,0.0002576,0.0002576
90,368.176,0.62004,0.38324,0.92307,0.95076,0.96667,0.9858,0.74673,0.95392,0.43216,1.16239,0.0002378,0.0002378,0.0002378
91,373.609,0.56546,0.33884,0.92071,0.89345,0.96667,0.98045,0.74218,0.95361,0.43438,1.16416,0.000218,0.000218,0.000218
92,377.617,0.51493,0.32714,0.88469,0.93462,1,0.98518,0.75747,0.94153,0.41375,1.16596,0.0001982,0.0001982,0.0001982
93,381.535,0.48687,0.30682,0.88213,0.93737,0.9978,0.98768,0.7497,0.92777,0.41838,1.17665,0.0001784,0.0001784,0.0001784
94,385.5,0.50089,0.3087,0.84615,0.93739,0.99825,0.98979,0.75534,0.94383,0.41789,1.17122,0.0001586,0.0001586,0.0001586
95,389.425,0.5148,0.3063,0.87863,0.9374,0.99829,0.98979,0.75389,0.96242,0.41615,1.166,0.0001388,0.0001388,0.0001388
96,393.39,0.50034,0.29557,0.87548,0.93732,0.99704,0.98979,0.75676,0.92877,0.41771,1.15512,0.000119,0.000119,0.000119
97,397.299,0.49197,0.29994,0.87479,0.9373,0.99671,0.98979,0.75476,0.93689,0.42199,1.15575,9.92e-05,9.92e-05,9.92e-05
98,401.237,0.5115,0.3047,0.90095,0.93731,0.99684,0.98979,0.75015,0.94267,0.42057,1.1553,7.94e-05,7.94e-05,7.94e-05
99,405.164,0.47945,0.29107,0.88061,0.9373,0.99673,0.98884,0.76251,0.92943,0.42013,1.15238,5.96e-05,5.96e-05,5.96e-05
100,409.132,0.49016,0.29685,0.89741,0.9373,0.99663,0.98884,0.75201,0.91068,0.42279,1.14579,3.98e-05,3.98e-05,3.98e-05
