epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,448.573,1.08747,0.66194,1.32384,0.91261,0.97542,0.97278,0.6637,0.98258,0.53498,1.24863,0.0012862,0.0012862,0.0012862
43,459.233,1.05414,0.64559,1.30851,0.91996,0.96703,0.97749,0.67286,1.02789,0.47786,1.26535,0.0012562,0.0012562,0.0012562
44,469.836,1.06793,0.64175,1.323,0.93212,0.98089,0.97525,0.67224,0.98573,0.47849,1.24298,0.00122596,0.00122596,0.00122596
45,480.442,1.05632,0.64149,1.3118,0.90129,0.98901,0.97891,0.65569,0.99165,0.49398,1.25848,0.00119551,0.00119551,0.00119551
46,491.004,1.05208,0.64134,1.31213,0.90604,0.95365,0.97117,0.66681,0.9576,0.50705,1.25285,0.00116487,0.00116487,0.00116487
47,501.602,1.04221,0.62634,1.30809,0.92128,0.96452,0.97788,0.6783,0.95219,0.46509,1.24577,0.00113408,0.00113408,0.00113408
48,512.147,1.03862,0.62806,1.29732,0.92314,0.98993,0.97855,0.66643,1.03093,0.48067,1.26992,0.00110317,0.00110317,0.00110317
49,522.656,1.0148,0.61216,1.29277,0.94022,0.95058,0.98002,0.66234,1.01007,0.47475,1.28528,0.00107216,0.00107216,0.00107216
50,533.218,1.03265,0.60785,1.30134,0.92273,0.98426,0.97632,0.67413,0.97374,0.46641,1.26042,0.0010411,0.0010411,0.0010411
51,543.792,1.02191,0.61685,1.29528,0.90059,0.94574,0.97692,0.67459,0.94916,0.52067,1.23943,0.00101,0.00101,0.00101
52,554.323,1.00906,0.59384,1.28624,0.92204,0.9748,0.98299,0.6684,0.98751,0.4844,1.24363,0.000978903,0.000978903,0.000978903
53,564.84,1.01075,0.60846,1.29236,0.92471,0.96154,0.97977,0.67514,0.98388,0.47966,1.24374,0.000947837,0.000947837,0.000947837
54,575.442,1.00405,0.59994,1.28078,0.9344,0.96703,0.97956,0.67088,0.98815,0.46598,1.26542,0.000916833,0.000916833,0.000916833
55,586.053,1.01685,0.60246,1.2888,0.9055,0.98352,0.98013,0.70294,0.93472,0.46444,1.22732,0.00088592,0.00088592,0.00088592
56,596.815,1.01598,0.59075,1.29104,0.92806,0.99235,0.97626,0.68432,0.96936,0.44336,1.2451,0.00085513,0.00085513,0.00085513
57,607.439,0.97683,0.5783,1.26231,0.93691,0.97918,0.9806,0.68122,0.97797,0.44628,1.25119,0.000824492,0.000824492,0.000824492
58,618.105,0.99299,0.59205,1.27483,0.91748,0.97253,0.97941,0.6895,0.93535,0.45494,1.23156,0.000794038,0.000794038,0.000794038
59,628.703,0.9919,0.56708,1.26654,0.93673,0.97623,0.97692,0.67392,0.95702,0.45402,1.23228,0.000763797,0.000763797,0.000763797
60,639.215,0.99495,0.59138,1.28389,0.94611,0.96463,0.97896,0.70296,0.9251,0.41765,1.21925,0.000733799,0.000733799,0.000733799
61,649.84,0.97606,0.55375,1.26416,0.93604,0.98352,0.97643,0.6797,0.98061,0.44889,1.23802,0.000704073,0.000704073,0.000704073
62,660.416,0.97183,0.56855,1.26179,0.93902,0.97802,0.97528,0.68095,0.96499,0.43632,1.23901,0.000674649,0.000674649,0.000674649
63,671.088,0.97857,0.55472,1.25726,0.93724,0.97802,0.98216,0.68869,0.96275,0.42516,1.23286,0.000645557,0.000645557,0.000645557
64,681.776,0.95803,0.57115,1.25423,0.93069,0.98901,0.97978,0.69073,0.95375,0.43864,1.23437,0.000616824,0.000616824,0.000616824
65,692.288,0.98326,0.57534,1.26705,0.92836,0.98352,0.98028,0.69054,0.9382,0.435,1.21975,0.000588479,0.000588479,0.000588479
66,702.91,0.96791,0.54981,1.26148,0.93264,0.98901,0.98048,0.67586,0.99644,0.44,1.25216,0.000560549,0.000560549,0.000560549
67,713.496,0.95698,0.5604,1.26606,0.93663,0.97458,0.97944,0.69369,0.95983,0.43341,1.23468,0.000533064,0.000533064,0.000533064
68,724.132,0.95813,0.55799,1.24584,0.94141,0.97253,0.98021,0.68778,0.95515,0.43222,1.23623,0.000506049,0.000506049,0.000506049
69,734.727,0.95373,0.55379,1.25483,0.94204,0.98226,0.98336,0.68962,0.93654,0.42358,1.2218,0.000479531,0.000479531,0.000479531
70,745.374,0.93805,0.52204,1.23702,0.94219,0.98508,0.98306,0.6928,0.93533,0.42812,1.22362,0.000453537,0.000453537,0.000453537
71,755.903,0.95083,0.53777,1.25265,0.94663,0.97461,0.98214,0.69876,0.93124,0.42847,1.22343,0.000428093,0.000428093,0.000428093
72,766.457,0.94499,0.5343,1.24842,0.93565,0.98352,0.98454,0.69782,0.95834,0.40488,1.23368,0.000403222,0.000403222,0.000403222
73,776.974,0.94842,0.53612,1.25318,0.93542,0.97802,0.9843,0.69651,0.9221,0.41153,1.21851,0.00037895,0.00037895,0.00037895
74,787.528,0.94431,0.52808,1.23313,0.9419,0.97976,0.98631,0.69256,0.93919,0.40126,1.22423,0.000355301,0.000355301,0.000355301
75,798.031,0.94608,0.51713,1.23558,0.93725,0.98483,0.98326,0.69574,0.96445,0.41616,1.23754,0.000332298,0.000332298,0.000332298
76,808.61,0.93241,0.52402,1.23328,0.93892,0.98352,0.98425,0.6829,0.95757,0.42641,1.2434,0.000309964,0.000309964,0.000309964
77,819.27,0.92533,0.52347,1.22981,0.93309,0.98901,0.98274,0.68689,0.95833,0.40991,1.23552,0.000288321,0.000288321,0.000288321
78,829.846,0.92026,0.52559,1.24151,0.94331,0.97253,0.98117,0.68833,0.9437,0.40792,1.23314,0.00026739,0.00026739,0.00026739
79,840.465,0.91398,0.51087,1.23447,0.94658,0.97358,0.98256,0.68394,0.94839,0.41683,1.23579,0.000247192,0.000247192,0.000247192
80,851.053,0.9214,0.52174,1.2435,0.94217,0.98901,0.98161,0.69208,0.92819,0.40445,1.23666,0.000227747,0.000227747,0.000227747
